,Name,Skills,Skill_English,Skill_cleaned,subcategoryName,categoryName
10,090af5b3cd8eaa0b1d386c81b2970133,"{'Teaching', 'Research', 'Science', 'Strategic Planning'}","['Strategic Planning', 'Teaching', 'Research', 'Science']","['Teaching', 'Research', 'Strategic Planning', 'Physical Science']","['Teaching', 'Research Methodology', 'Earth and Space Science', 'Business Strategy']","['Science and Research', 'Business', 'Education and Training']"
11,092ce620dcd4123f1b7191b7f22ba7a2,"{'Nouveaux médias', 'Final Cut Pro', 'English', 'German', 'Pitching Ideas', 'Anglais', 'Relations internationales', 'Télévision', 'Gestion de projet', 'Réseaux sociaux', 'Production de film', 'Writing', 'Relations publiques', 'Média numérique', 'Film', 'Plan de financement', 'Exel', 'Microsoft Office', 'Dossiers CNC/Procirep', 'Permis de conduire', 'Français', 'Postproduction', 'European politics'}","['CNC/Procirep folders', 'English', 'New media', 'International relations', 'German', 'Pitching Ideas', 'French', 'Microsoft Office', 'European politicians', 'Exel', 'Film production', 'Television', 'Writing', ""Driver's licence"", 'Funding plan', 'Digital Media', 'Film', 'Post-production', 'Final Cut Pro', 'English', 'Project management', 'Public relations', 'Social networks']","['Exalcomm', 'Directory Structure', 'Films', 'Final Cut Pro', 'Public Relations', 'French Language', 'English Language', 'Film Industry', 'Post-Production', 'Social Networks', 'German Language', 'Writing', 'Equity Funding', 'Digital Media', 'Microsoft Office', 'Law Licenses', 'International Relations', 'Project Management', 'Defense Independent Pitching Statistics', 'European History', 'New Media', 'Cable Television']","['Social Media', 'Project Management', 'Media Production', 'Structured Finance', 'Writing and Editing', 'Office and Productivity Software', 'Language Competency', 'Public Relations', 'Telecommunications', 'Operating Systems', 'nan', 'Digital Design', 'Graphic and Visual Design Software']","['Business', 'Language', 'Administration', 'Design', 'Finance', 'Marketing and Public Relations', 'Information Technology', 'Media and Writing', 'nan']"
12,094386971bbab39897db7d658f461c62,set(),[],[],[],[]
13,09942a4dc57aca0e2ca535de5611665b,"{'Microbial Genetics', 'Molecular Microbiology', 'Microbiology', 'Rapid Prototyping', 'Research', 'Communication', 'Design Thinking', 'Project Management', 'Leadership', 'Genética', 'Molecular Biology', 'Biotechnology', 'Community Management', 'Intercultural Communication', 'Cellulosic Ethanol'}","['Microbial Genetics', 'Molecular Microbiology', 'Molecular Biology', 'Microbiology', 'Rapid Prototyping', 'Research', 'Biotechnology', 'Communication', 'Genetica', 'Project Management', 'Cellulosic Ethanol', 'Community Management', 'Design Thinking', 'Intercultural Communication', 'Leadership']","['Design Thinking', 'Molecular Microbiology', 'Human Communication', 'Genetic Biology', 'Project Management', 'Intercultural Communication', 'Rapid Prototyping', 'Microbiology', 'Pathogenic Microbiology', 'Biotechnology', 'Ethanol Fuel', 'Leadership', 'Research', 'Community Management', 'Molecular Biology']","['Initiative and Leadership', 'Project Management', 'Urban and Regional Planning', 'Product Development', 'Research Methodology', 'Biotechnology', 'Communication', 'Molecular, Cellular, and Microbiology', 'nan', 'Creative Design']","['Science and Research', 'Business', 'Design', 'Economics, Policy, and Social Studies', 'Manufacturing and Production', 'Physical and Inherent Abilities', 'nan']"
14,0a824c77bf6790f7c04873628ad6c0e6,"{'Biotechnologie', 'Science', 'Optical Microscopy', 'Biologie cellulaire', 'Matlab', 'Molecular Cloning', 'Synthetic Biology', 'Sciences de la vie'}","['Matlab', 'Cell biology', 'Life sciences', 'Optical Microscopy', 'Science', 'Molecular Cloning', 'Biotechnology', 'Synthetic Biology']","['Microscopy', 'Molecular Cloning', 'MATLAB', 'Cell Biology', 'Synthetic Biology', 'Biotechnology', 'Physical Science', 'Life Sciences']","['Biology', 'Biotechnology', 'Mathematical Software', 'Molecular, Cellular, and Microbiology', 'Laboratory Research', 'Earth and Space Science']","['Science and Research', 'Analysis']"
15,0b76f2ad278ad3a81b715029b7038f52,"{'Cell Culture', 'GraphPad', 'Neuroscience', 'Microscopy', 'Flow Cytometry', 'Matlab', 'Biochemistry', 'Cell Biology', 'Molecular Cloning', 'Western Blotting', 'Biophysics', 'Confocal Microscopy', 'Molecular Biology', 'Immunofluorescence', 'Genetics', 'Stem Cells', 'Fluorescence Microscopy', 'PCR', 'Microsoft Office', 'Brain Imaging'}","['Molecular Biology', 'Confocal Microscopy', 'Biochemistry', 'Stem Cells', 'Fluorescence Microscopy', 'Microscopy', 'Molecular Cloning', 'Neuroscience', 'Flow Cytometry', 'Microsoft Office', 'PCR', 'Western Blotting', 'GraphPad', 'Immunofluorescence', 'Cell Culture', 'Brain Imaging', 'Matlab', 'Cell Biology', 'Biophysics', 'Genetics']","['Cell Cultures', 'Flow Cytometry', 'Medical Genetics', 'Fluorescent Microscopy', 'Cell Biology', 'Embryonic Stem Cells', 'GraphPad Prism', 'Biochemistry', 'Neuroscience', 'Western Blot', 'Microscopy', 'Molecular Cloning', 'Magnetic Resonance Imaging', 'Microsoft Office', 'Molecular Biology', 'Confocal Laser Scanning Microscopy', 'Immunofluorescence', 'Biophysics', 'MATLAB', 'PCBoard']","['Genetic Disorders', 'Neuroscience', 'Chemistry', 'Medical Imaging', 'Biology', 'Data Analysis', 'Office and Productivity Software', 'Molecular, Cellular, and Microbiology', 'Mathematical Software', 'nan', 'Laboratory Research']","['Science and Research', 'Health Care', 'Analysis', 'nan', 'Administration']"
16,0c403b4b163906ca44e3f353ba1aef8c,"{'Cell Culture', 'Python', 'Biochemistry', 'Spark', 'Machine Learning', 'Perl', 'Communication', 'Cell Biology', 'Science', 'Computational Biology', 'Data Science', 'Molecular Cloning', 'Genomics', 'Molecular Biology', 'Data Analysis', 'R', 'C++', 'Sequence Analysis', 'Data Mining', 'Hadoop', 'Genetics', 'Life Sciences', 'Bioinformatics', 'Linux', 'Scala', 'ElasticSearch'}","['Bioinformatics', 'Molecular Biology', 'Hadoop', 'Biochemistry', 'Spark', 'Sequence Analysis', 'Data Science', 'Science', 'Life Sciences', 'R', 'Molecular Cloning', 'Data Mining', 'Scala', 'Genomics', 'Python', 'Linux', 'Cell Culture', 'Data Analysis', 'Cell Biology', 'Computational Biology', 'ElasticSearch', 'Communication', 'C++', 'Perl', 'Machine Learning', 'Genetics']","['Sequence Analysis', 'R Commander', 'Data Mining', 'Cell Cultures', 'Medical Genetics', 'Bioinformatics', 'Linux', 'Computational Biology', 'Human Communication', 'Cell Biology', 'Data Analysis', 'Genomics', 'Biochemistry', 'Python (Programming Language)', 'Data Science', 'Perl5', 'Scala (Programming Language)', 'C++ (Programming Language)', 'Molecular Cloning', 'Machine Learning', 'Life Sciences', 'Molecular Biology', 'Spark Plug', 'Hadoop2', 'Elasticsearch', 'Physical Science']","['Genetic Disorders', 'Chemistry', 'Bioinformatics', 'C and C++', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Biology', 'Vehicle Repair and Maintenance', 'Data Analysis', 'Genetics', 'Databases', 'Molecular, Cellular, and Microbiology', 'Operating Systems', 'Communication', 'nan', 'Data Science', 'Earth and Space Science', 'Other Programming Languages', 'Scripting Languages']","['Science and Research', 'Health Care', 'Information Technology', 'Analysis', 'Physical and Inherent Abilities', 'nan', 'Maintenance, Repair, and Facility Services']"
17,0c8c53790d60ab63100caa7f81ddf9b6,"{'Communication interpersonnelle', 'Rédaction scientifique', 'Recherche', 'Parler en public', 'Gestion de projet', 'Compétences analytiques'}","['Talking in public', 'Interpersonal communication', 'Project management', 'Research', 'Scientific writing', 'Analytical skills']","['Public Speaking', 'Project Management', 'Scientific Writing', 'Interpersonal Communications', 'Analytical Skills', 'Research']","['Project Management', 'Writing and Editing', 'Communication', 'Research Methodology']","['Business', 'Physical and Inherent Abilities', 'Media and Writing', 'Science and Research']"
18,0dbf218b197f640847101e00ee52189c,set(),[],[],[],[]
19,0e02aad183f5c41a2bc00f927fa4978f,"{'Cell Culture', 'Microscopy', 'Immunohistochemistry', 'Biochemistry', 'Science', 'Molecular & Cellular Biology', 'Molecular Cloning', 'Western Blotting', 'In Vitro', 'Confocal Microscopy', 'Molecular Biology', 'Immunofluorescence', 'Genetics', 'Fluorescence Microscopy', 'PCR', 'Microsoft Office', 'GraphPad Prism', 'ImageJ', 'Immunoprecipitation'}","['Molecular Biology', 'Confocal Microscopy', 'Biochemistry', 'Fluorescence Microscopy', 'Immunoprecipitation', 'Science', 'Microscopy', 'Molecular Cloning', 'Western Blotting', 'Microsoft Office', 'PCR', 'Molecular & Cellular Biology', 'GraphPad Prism', 'Immunofluorescence', 'Cell Culture', 'ImageJ', 'In Vitro', 'Immunohistochemistry', 'Genetics']","['Molecular And Cellular Biology', 'Cell Cultures', 'Medical Genetics', 'Fluorescent Microscopy', 'In Vitro Fertilisation', 'ImageJ', 'Immunohistochemistry', 'GraphPad Prism', 'Biochemistry', 'Western Blot', 'Microscopy', 'Molecular Cloning', 'Immunoprecipitation', 'Microsoft Office', 'Molecular Biology', 'Confocal Laser Scanning Microscopy', 'Immunofluorescence', 'PCBoard', 'Physical Science']","['Genetic Disorders', 'Obstetrics and Gynecology (OBGYN)', 'Chemistry', 'Data Analysis', 'Office and Productivity Software', 'Molecular, Cellular, and Microbiology', 'nan', 'Laboratory Research', 'Science Software', 'Earth and Space Science']","['Science and Research', 'Health Care', 'Analysis', 'nan', 'Administration']"
20,0e2525647a9683a863c84e6d95c65a27,"{'Travail en groupe', 'HTML', 'Biologie moléculaire', 'Statistiques', 'Bio-informatique', 'Programmation orientée objet (POO)', 'Twitter', 'Anglais scientifique', 'Réaction en chaîne par polymérase', 'LaTeX', 'Bash', 'Markdown', 'CSS', 'Python', 'Inkscape', 'R', 'Génomique'}","['Statistics', 'Twitter', 'Molecular biology', 'Scientific English', 'Inkscape', 'Bioinformatics', 'R', 'Markdown', 'Bash', 'Polymerase chain reaction', 'Python', 'HTML', 'Group work', 'Object-oriented programming (POO)', 'LaTeX', 'Genomics', 'CSS']","['Inkscape', 'Twitter Feed', 'Markdown', 'R Commander', 'Object-Oriented Programming (OOP)', 'Scientific Writing', 'Bioinformatics', 'CSS Codes', 'Statistics', 'Polymerase Chain Reaction', 'HTML Application', 'LaTeX', 'Python (Programming Language)', 'Genomics', 'Group Work', 'Bash (Scripting Language)', 'Molecular Biology']","['Graphic and Visual Design Software', 'Social Media', 'Bioinformatics', 'Software Development', 'Writing and Editing', 'Statistics', 'Genetics', 'Software Development Tools', 'Molecular, Cellular, and Microbiology', 'nan', 'Store Management', 'Scripting Languages']","['Science and Research', 'Analysis', 'Design', 'Marketing and Public Relations', 'Information Technology', 'Media and Writing', 'Sales', 'nan']"
21,0e7625251e1f875a70381f7045d0a0cf,"{'Photoshop', 'Excel', 'PowerPoint', 'SPSS', 'Keynote', 'Microsoft Word'}","['Keynote', 'Microsoft Word', 'PowerPoint', 'Photoshop', 'SPSS', 'Excel']","['Microsoft PowerPoint', 'Microsoft Excel', 'Adobe Photoshop', 'Microsoft Word', 'SPSS Modeler', 'Apple Keynote']","['Office and Productivity Software', 'Graphic and Visual Design Software', 'Statistical Software']","['Analysis', 'Design', 'Administration']"
22,0e8b6f6e19692462b94fe66c11820c7c,set(),[],[],[],[]
23,0ea4c5f58629bf196272b82ce69fec02,"{'Programming', 'Analytical Skills', 'Computer Science', 'English', 'LaTeX', 'French', 'Python', 'Vulnerability Assessment', 'Software Engineering', 'Cryptography', 'Static Analysis', 'Machine Learning', 'Problem Solving', 'Teaching', 'C', 'IDA Pro', 'Reverse Engineering', 'Algorithms', 'OCaml', 'Information Security', 'Git', 'C (langage de programmation)', 'Windows', 'Computational Complexity', 'Research', 'Linear Algebra', 'Government Procurement', 'Critical Thinking', 'Security', 'Linux', 'Computer Security', 'Scientific Writing', 'Docker', 'Python (Programming Language)'}","['English', 'Cryptography', 'Research', 'Information Security', 'Programming', 'Problem Solving', 'Computational Complexity', 'Reverse Engineering', 'Python', 'Software Engineering', 'Analytical Skills', 'OCaml', 'Scientific Writing', 'Windows', 'IDA Pro', 'Computer Security', 'Vulnerability Assessment', 'Linear Algebra', 'Algorithms', 'C', 'Static Analysis', 'Critical Thinking', 'Security', 'Docker', 'Teaching', 'Python (Programming Language)', 'Git', 'Linux', 'Computer Science', 'C (programming language)', 'English', 'LaTeX', 'Government Procurement', 'Machine Learning']","['Ocaml (Programming Language)', 'Algorithms', 'Computer Programming', 'Complexity Theory', 'Analytical Skills', 'Gitbook', 'Linux', 'C (Programming Language)', 'Computer Security', 'Software Engineering', 'Python (Programming Language)', 'Reverse Engineering', 'English Language', 'Cryptography', 'Information Systems Security', 'Teaching', 'Microsoft Windows', 'Linear Algebra', 'Machine Learning', 'Critical Thinking', 'LaTeX', 'Research', 'Static Program Analysis', 'Computer Science', 'Vulnerability Assessments', 'Procurement', 'Scientific Writing', 'Problem Solving', 'Pro*C', 'IDA Pro', 'Docker Container']","['Software Development', 'Language Competency', 'Databases', 'Operating Systems', 'nan', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Data Science', 'Teaching', 'Engineering Practices', 'Microsoft Windows', 'Mathematics and Mathematical Modeling', 'Writing and Editing', 'Cybersecurity', 'Other Programming Languages', 'Scripting Languages', 'Computer Science', 'Initiative and Leadership', 'Procurement', 'C and C++', 'Problem Solving', 'Research Methodology', 'Software Development Tools']","['Science and Research', 'Transportation, Supply Chain, and Logistics', 'Engineering', 'Language', 'Analysis', 'Physical and Inherent Abilities', 'Education and Training', 'Information Technology', 'Media and Writing', 'nan']"
24,0eafa2e824460201165498b17523f02c,"{'Microbiology', 'Microbiologie', 'Biotechnologie', 'Bio-informatique', 'Biochimie', 'Anglais', 'Gender and science', 'Agricultural and Food Policies', 'Genomics', 'Interdisciplinary Research', 'Génomique', 'Statistiques', 'Biologie moléculaire', 'Public Policies', 'Life Sciences', 'Français', 'Statistics', 'Biotechnology', 'Sciences de la vie'}","['Statistics', 'Molecular biology', 'Microbiology', 'Bioinformatics', 'French', 'Life Sciences', 'Interdisciplinary Research', 'Public Policies', 'Biotechnology', 'Genomics', 'Microbiology', 'Statistics', 'Biochemistry', 'Life sciences', 'Biotechnology', 'Agricultural and Food Policies', 'English', 'Genomics', 'Gender and science']","['Public Policies', 'Bioinformatics', 'Agricultural Policy', 'Microbiology', 'Statistics', 'Interdisciplinary Collaboration', 'Gender Studies', 'Biotechnology', 'Genomics', 'French Language', 'English Language', 'Life Sciences', 'Biochemistry', 'Molecular Biology']","['Policy Analysis, Research, and Development', 'Social Studies', 'Chemistry', 'Bioinformatics', 'Biology', 'Agricultural Management and Operations', 'Statistics', 'Language Competency', 'Biotechnology', 'Genetics', 'Molecular, Cellular, and Microbiology', 'People Management']","['Science and Research', 'Business', 'Language', 'Analysis', 'Economics, Policy, and Social Studies', 'Agriculture, Horticulture, and Landscaping']"
25,0eefca0b08dbba389fe628e0cfca4321,"{'Microsoft Office', ""Travail d'équipe"", 'Relations publiques', 'Science', 'Communication', 'Recherche', 'PowerPoint', 'Parler en public', 'Rédaction de rapport', 'Écriture créative', 'Microsoft Word', 'Sciences de la vie'}","['Talking in public', 'Creative Writing', 'PowerPoint', 'Life sciences', 'Science', 'Communication', 'Microsoft Office', 'Research', 'Microsoft Word', 'Public relations', 'Drafting of a report', 'Teamwork']","['Research', 'Public Speaking', 'Human Communication', 'Teamwork', 'Microsoft Office', 'Public Relations', 'Microsoft Word', 'Report Writing', 'Creative Writing', 'Physical Science', 'Microsoft PowerPoint', 'Life Sciences']","['Biology', 'Social Awareness', 'Writing and Editing', 'Office and Productivity Software', 'Public Relations', 'Research Methodology', 'Communication', 'Earth and Space Science']","['Science and Research', 'Marketing and Public Relations', 'Physical and Inherent Abilities', 'Media and Writing', 'Administration']"
