"","Name","Position","Current.company","Location","URL","year","master_year","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10","year11","year12","year13","year14","year15","year16","year17","Degree","School","Level"
"15","7a98a16b5cf27a10fdca4e7e88505922","Innovators Field Manager at Science Entrepreneur Club","Science Entrepreneur Club","London, England, United Kingdom","7bd25970129f74175bb660e363bc3fc8","2017/2018","2018",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD","Imperial College London","PhD"
"16","9bbc3f3a5d9d67163c0fc42a70f11c60","DPhil Candidate in Synthetic Biology","University of Oxford, Department of Physics","Greater Oxford Area","75a4712925f53baaddb4f65e055db745","2017/2018","2018",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DPhil, Synthetic Biology","University of Oxford","PhD"
"17","bfa36ac9970eddda0d545572374567ce","Chargée de cours","Université de Paris","Paris et périphérie","52360484784c0fcf1e81ef50220ecf56","2014-2015","2015",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat, Sociologie de l'éducation","Université Paris Cité","PhD"
"18","bfa36ac9970eddda0d545572374567ce","Chargée de cours","Université de Paris","Paris et périphérie","52360484784c0fcf1e81ef50220ecf56","2014-2015","2015",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat, Sociologie de l'éducation","Université Paris Cité","PhD"
"19","a21a4875a943101105f760502e0318d5","Deputy Director Département Frontières du Vivant et de l'Apprendre. chez Université de Paris","Université de Paris","Paris, Île-de-France, France","efdaa8079256918327188efe8fe5c27b","2004/2005","2005",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Machine Learning et Intelligence Artificielle LIP6","Sorbonne Université","Other"
"20","a21a4875a943101105f760502e0318d5","Deputy Director Département Frontières du Vivant et de l'Apprendre. chez Université de Paris","Université de Paris","Paris, Île-de-France, France","efdaa8079256918327188efe8fe5c27b","2004/2005","2005",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master of Business Administration (MBA) - Master Administration des Entreprises","IAE Paris - Sorbonne Business School","Master"
"21","a21a4875a943101105f760502e0318d5","Deputy Director Département Frontières du Vivant et de l'Apprendre. chez Université de Paris","Université de Paris","Paris, Île-de-France, France","efdaa8079256918327188efe8fe5c27b","2004/2005","2005",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat - PhD, Physique - Physics","Paris-Sud University (Paris XI)","PhD"
"22","afc4f6ead12a7fec0f4d630012f0a4f8","Computational Biology | Neuroscience | Data Science","Cajal Neuroscience","Seattle, Washington, United States","4ea524ebd9c01d65327df30f34a0200c","2009/2010","2010",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Computational Neuroscience","Ecole normale supérieure","PhD"
"23","afc4f6ead12a7fec0f4d630012f0a4f8","Computational Biology | Neuroscience | Data Science","Cajal Neuroscience","Seattle, Washington, United States","4ea524ebd9c01d65327df30f34a0200c","2009/2010","2010",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master's degree, Physics","Peter the Great St.Petersburg Polytechnic University","Master"
"24","afc4f6ead12a7fec0f4d630012f0a4f8","Computational Biology | Neuroscience | Data Science","Cajal Neuroscience","Seattle, Washington, United States","4ea524ebd9c01d65327df30f34a0200c","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dynamic Brain Workshop, Computational Neuroscience and Data Analysis","University of Washington","Other"
"25","afc4f6ead12a7fec0f4d630012f0a4f8","Computational Biology | Neuroscience | Data Science","Cajal Neuroscience","Seattle, Washington, United States","4ea524ebd9c01d65327df30f34a0200c","2009/2010","2010",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Theoretical neuroscience","Federation of European Neuroscience","Other"
"26","afc4f6ead12a7fec0f4d630012f0a4f8","Computational Biology | Neuroscience | Data Science","Cajal Neuroscience","Seattle, Washington, United States","4ea524ebd9c01d65327df30f34a0200c","2009/2010","2010",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Computational neuroscience","Peter the Great St.Petersburg Polytechnic University","Other"
"27","3aebfa21c7bf2d207e6e956e1f7ccf53","Project Manager and Analyst at Jakob and Partners","Jakob and Partners","Copenhagen, Capital Region, Denmark","d7ce5b42e9aba9c0753d6eb8ffbfecd3","2013/2014","2014",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dr. rer. nat. (doctor rerum naturalium), Synthetic Microbiology","The Philipp University of Marburg","PhD"
"28","6b12da2db0ead231f082dc0c6d08b340","Assistant Professor at University of Pittsburgh School of Medicine","University of Pittsburgh School of Medicine","Pittsburgh, Pennsylvania, United States","c60ff9cb7cd36ea9891e36f0aba63d14","2004/2005","2005",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Bioinformatics","Universite de Grenoble","PhD"
"29","32ab541168fae02c085b0fb510da5f76","Designer, Scientist, Founder at BIO SENTINELLE","BIO SENTINELLE","Paris, Île-de-France, France","9c24cc3203f1ba25840e031dd8b8855a","2017-2018","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Full-Stack Web Development & UX/UI Design","Ironhack","Other"
"30","b37d0e8df3677639ccb07bafbf6e616f","Research scientist - data & humanities ; EIG-DiNUM","Gendarmerie Nationale","Paris, Île-de-France, France","146fd84b59cd152e91502338053dca22","2009/2010","2010",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Doctorate, Computational social science","Université Paris Cité","PhD"
"31","34b1e41de2c41e4ad6a6b14520bfba50","Data Scientist","DataScientest.com","Paris, Île-de-France, France","f7c0c4b4842afeb7748bca091b4fda1e","2017/2018","2018",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Data Scientist Training, Data Science","DataScientest.com","Other"
"32","c6b0fc3abd1daed550dc31b297a845f3","International L&D Manager Edflex","Edflex","Paris, Île-de-France, France","c3de170fc6c6c219c3bc70f33d4645e0","2017-2018","2018",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Professional Certificate","Google Project Management Specialization","Other"
"33","0eafa2e824460201165498b17523f02c","Researcher at Inserm","Inserm","Greater Paris Metropolitan Region","91c9808f9f8b90a25d7eb8585a4216c9","2012/2013","2013",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Post-Master Degree, Management, Administration, and Policies of Sustainable Devlopment","Ecole Nationale des Ponts et Chaussées","Master"
"34","0eafa2e824460201165498b17523f02c","Researcher at Inserm","Inserm","Greater Paris Metropolitan Region","91c9808f9f8b90a25d7eb8585a4216c9","2012/2013","2013",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Post-Master Degree, Management, Administration, and Policies of Sustainable Devlopment","Ecole Nationale des Ponts et Chaussées","Master"
"35","0eafa2e824460201165498b17523f02c","Researcher at Inserm","Inserm","Greater Paris Metropolitan Region","91c9808f9f8b90a25d7eb8585a4216c9","2012/2013","2013",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Post-Master Degree, Management, Administration, and Policies of Sustainable Devlopment","Ecole Nationale des Ponts et Chaussées","Master"
"36","b58c8c726ebf576dd9f029cdde5bbbc8","Ingénieur en biologie moléculaire forensique chez Institut de Recherche Criminelle de la Gendarmerie Nationale (IRCGN)","Institut de Recherche Criminelle de la Gendarmerie Nationale (IRCGN)","France","6ccfd161c9595e8f60f46ef10abeaefe","2010/2011","2011",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Certificat Data Scientist, Data Scientist","Université Paris Dauphine - PSL","Other"
"37","b58c8c726ebf576dd9f029cdde5bbbc8","Ingénieur en biologie moléculaire forensique chez Institut de Recherche Criminelle de la Gendarmerie Nationale (IRCGN)","Institut de Recherche Criminelle de la Gendarmerie Nationale (IRCGN)","France","6ccfd161c9595e8f60f46ef10abeaefe","2010/2011","2011",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat de sciences, Biodiversité, Génétique et Evolution","École Pratique des Hautes Études","PhD"
"38","b58c8c726ebf576dd9f029cdde5bbbc8","Ingénieur en biologie moléculaire forensique chez Institut de Recherche Criminelle de la Gendarmerie Nationale (IRCGN)","Institut de Recherche Criminelle de la Gendarmerie Nationale (IRCGN)","France","6ccfd161c9595e8f60f46ef10abeaefe","2010/2011","2011",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat, Biologie moléculaire","Muséum National d'Histoire Naturelle — Teaching/Training","PhD"
"39","b9b51428f82401e27e5ea981f116412f","PhD candidate at Institut Curie, CRI and Université de Paris","Institut Curie","Greater Paris Metropolitan Region","447432bd3f918eed7e7400d2eeb221f4","2017/2018","2018",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD","Université Paris Cité","PhD"
"40","1f9486cdbc24e75115dff4e2394d5233","Entrepreneurship, Research, Science Communications","freelance","France","73055e07fb2cb1fecd60025bf08b6e98","2017/2018","2018",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD , Génétique, omiques, bioinformatique et biologie des systèmes","Université Paris Descartes + INSERM + CRI","PhD"
"41","5c4668ae8f3ada6b70530e105d64a1cb","Recherche d'emploi (secteur : Études/recherche)","Université Paris Descartes","Greater Paris Metropolitan Region","9f6b74bd5d616d2c086da6a227eb31b4","2009/2010","2010",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Interface Physique/Biologie","Université Paris Cité","PhD"
"42","4e517fbece86f5ec902f18bd49e655e0","Doctorant en éducation et chercheur communautaire sur le croisement des savoirs et des pratiques.","ATD Quart Monde - Canada","Montreal, Quebec, Canada","a2427a17feb068d620a66bcb17dacc12","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat en éducation, Education populaire","Université de Sherbrooke","PhD"
"43","d5652a7985d0096bf4f3d3f835d9bad1","Scientific Project Officer in the French National Research Agency - ANR","French National Research Agency - ANR","Paris, Île-de-France, France","66210ffda281bacf355ac6428cadd8c8","2013/2014","2014",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DOCTORAT en Biologie Interdisciplinaire, Biogéochimie","Université Paris Cité","PhD"
"44","42c3134a48a32f9ae4434fecf715e992","CSO Plantibodies","PlantiBodies","Paris, Île-de-France, France","73e73301d5cf828ae91cf6909eb1b750","2015/2016","2016",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Business/Entrepreneurship","HEC Paris","Other"
"45","42c3134a48a32f9ae4434fecf715e992","CSO Plantibodies","PlantiBodies","Paris, Île-de-France, France","73e73301d5cf828ae91cf6909eb1b750","2015/2016","2016",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Neurobiology and Neurosciences","Collège de France","PhD"
"46","22ed32c04c24c22f5e7749339ecfc847","Doctorante en Sciences de l'Education","Université de Montpellier","Montpellier, Occitanie, France","cb736572d2da5b6cc438041b2f5e64a6","2017-2018","2018",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat, Sciences de l'Education","Université Paul Valéry - Montpellier III","PhD"
"47","22ed32c04c24c22f5e7749339ecfc847","Doctorante en Sciences de l'Education","Université de Montpellier","Montpellier, Occitanie, France","cb736572d2da5b6cc438041b2f5e64a6","2017-2018","2018",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master 1 , Psychanalyse","Université Paul Valéry - Montpellier III","Master"
"48","85dd047c4cfdcf52b530b777da336fe9","Post-doctoral research fellow at Princeton Neuroscience Institute","Princeton University","Princeton, New Jersey, United States","21505e916f27ff56d677b2412ba147fc","2016-2017","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Interdisciplinary Sciences, Neurosciences","Learning Planet Institute","PhD"
"49","3d94f1c1b9ffabd7e3abe6d38af810c5","Analyste Décisionnel - Consultant BI chez CGI","CGI","Nantes, Pays de la Loire, France","b0799f76f4affb3bd6b37f88af7f2401","2009/2010","2010",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Philosophiæ doctor (PhD), Département de Génie des Min-Mét-Matériaux","Université Laval","PhD"
"50","3d94f1c1b9ffabd7e3abe6d38af810c5","Analyste Décisionnel - Consultant BI chez CGI","CGI","Nantes, Pays de la Loire, France","b0799f76f4affb3bd6b37f88af7f2401","2009/2010","2010",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master 2, Ingénierie Biomédicale","Arts et Métiers ParisTech - École Nationale Supérieure d'Arts et Métiers","Master"
"51","b273128ffe0b222d258ce1352ceb7985","Epidemiologist | Data Scientist","Médecins Sans Frontières (MSF)","Paris, Île-de-France, France","cf9d934d3ad96c76fbd94cd6e01e7e39","2015/2016","2016",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Epidemiology and Public Health","Institut Pasteur","PhD"
"52","b273128ffe0b222d258ce1352ceb7985","Epidemiologist | Data Scientist","Médecins Sans Frontières (MSF)","Paris, Île-de-France, France","cf9d934d3ad96c76fbd94cd6e01e7e39","2015/2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master of Science - MS, Epidemiology","London School of Hygiene and Tropical Medicine, U. of London","Master"
"53","d3a2018447ce59fd3eca2a90240962b8","Entreprenariat et recherche en sciences participatives marines et instrumentation open source","Astrolabe Expéditions","France","6470caf1573d08a3b41ad6383621fce0","2019-2020","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD - Oceanographie Open Source (en cours), Oceanography, Citizen Sciences","Learning Planet Institute","PhD"
"54","3b1deb5c85a47494cf0e6ad485d751a0","Attachée de Direction Réseau JCM SANTE","JCM Santé SAS","Marseille, Provence-Alpes-Côte d'Azur, France","6729377511f557754f2b5a2b6cf7f97f","2013/2014","2014",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Psychomotricité","ISRP - Institut Supérieur de Rééducation Psychomotrice","Other"
"55","998ca73c696ab2a3b537f47f1cff991c","Data Manager - Research associate at Evotec","Evotec","Germany","49d821ea5d045b858cc91fb57de3c067","2015/2016","2016",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Phd, Neuroscience","Université Paris Cité","PhD"
"56","52a206c96b45a9ba28a62941691da571","Développeuse","Université de Cergy-Pontoise","Geneva Metropolitan Area","1fdcc1158961863756c7735f19e3b2bc","2013/2014","2014",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master's degree, Formation et enseignement élémentaires","CY Cergy Paris Université","Master"
"57","832c7890fcb30a72e902c28e1ee8dc22","PHD Student in Immunity & Cancer at Institut Curie","Institut Curie","France","7b8dad6a623fa3d9aceb1badb934f419","2017/2018","2018",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Immunology","Université Paris Cité","PhD"
"58","f46d667de264cbd2f2acfbb65fd47156","Senior Scientist & Product Manager at Roche, Data Integration and Machine Learning Operations","Roche","Zurich, Switzerland","8d7eb9d5900403ca8ac310f641c0951b","2010/2011","2011",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Biology, General","Heidelberg University","PhD"
"59","f537cb9da3a91cd87b778b48ce85c1a1","Postdoc at the MRC-LMS","MRC-LMS","London, England, United Kingdom","ae7927f077fc9e0d46a6ddb7076e6862","2008/2009","2009",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Developmental Biology and Embryology","EMBL Heidelberg","PhD"
"60","46c074ae36442a7d305d9a97789a2c53","Médiateur scientifique","École normale supérieure de Rennes","Rouen, Normandy, France","dbcfbaa3327dd1b44b0744686e959e95","2016-2017","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master Science Informatique, parcours recherche et innovation, Informatique","École normale supérieure de Rennes","Master"
"61","475d75132f2010c708185db8937fa4fb","PhD student at the Francis Crick Institute and Imperial College London","The Francis Crick Institute","United Kingdom","f6a372e5116ee83a9f2f9ef0ac48763a","2016/2017","2017",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD in Systems Biology, Department of Mathematics","Imperial College London","PhD"
