"","Name","Occupation","Country","URL","promotion","licence_year","year0","year1","year2","year3","year4","year5","year6","year7","year8","Company","Position","Status","Type"
"17","2d65463c429bffab4f98d166411e7a89","Étudiante at École normale supérieure Paris-Saclay","France","dfe1e77ea3be4ceeffac3682c407a6aa","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CRI","Étudiante","Public","Student"
"18","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Thales Alenia Space","Stagiaire ingénieur FDIR et AOCS","Private","Student"
"19","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IPGP","Stagiaire développement embarqué","Private","Student"
"20","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Primark","Vendeur polyvalent","Private","Other"
"21","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CENSUS - nanosatellites en sciences de l'univers","Stagiaire ingénierie spatiale","Private","Student"
"22","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"LESIA - Observatoire de Paris","Stagiaire analyse de données (en Lab Insertion Unit)","Public","Student"
"23","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Institut Curie","Ingénieur assistant","Public","Research"
"24","9b0d87cdbe623a60e9e37863b75b8ee7","Stagiaire ingénieur FDIR et AOCS at Thales Alenia Space","France","dd2f605c5227ae7814402b9077cb7ddc","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Institut Curie","Stagiaire Bio-informatique/Bio-physique","Public","Research"
"25","19a79975b30d3f74423842d70a47c917","Étudiant stagiaire at Association Science Ouverte","France","a2c7c2109b6134ed77151f98c3d4778a","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Association Science Ouverte","Étudiant stagiaire","Private","Research"
"26","ab612d625b14361a769bffb1520bc7b1","Research internship at CEA","France","33e4389e910df3ca2bced0309c1c0251","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CEA","Research internship","Public","Research"
"27","ff704be441e47280732e978b72519bc8","Museummedewerker at Van Gogh Museum","Netherlands","705e2d296daac7840082df4733098c10","Promotion Azote 2017-2018","2020",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Van Gogh Museum","Museummedewerker","Public","Other"
"28","ff704be441e47280732e978b72519bc8","Museummedewerker at Van Gogh Museum","Netherlands","705e2d296daac7840082df4733098c10","Promotion Azote 2017-2018","2020",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"E.Leclerc","Vakkenvuller","Private","Other"
"29","ff704be441e47280732e978b72519bc8","Museummedewerker at Van Gogh Museum","Netherlands","705e2d296daac7840082df4733098c10","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"University of Leicester","Student Internship","Public","Student"
"30","ff704be441e47280732e978b72519bc8","Museummedewerker at Van Gogh Museum","Netherlands","705e2d296daac7840082df4733098c10","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pâtisseries Gourmandes","Medewerker","Private","Other"
"31","cdf4c9883a4bdcd7773d8e798b29863e","Machine Learning applied to Cosmology/Strong Lensing at Université de Montréal","France","fb2f062c89314d6d52849bed095ca390","Promotion Azote 2017-2018","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université de Montréal","Machine Learning applied to Cosmology/Strong Lensing","Public","Research"
"32","eb2b3c4d43f0787c433f1cbdab345885","Internship at Coactis Sante at Coactis Sante","France","55dfabfa5819a76819cc9190cf9bb638","Promotion Azote 2017-2018","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coactis Sante","Internship at Coactis Sante","Private","Student"
"33","eb2b3c4d43f0787c433f1cbdab345885","Internship at Coactis Sante at Coactis Sante","France","55dfabfa5819a76819cc9190cf9bb638","Promotion Azote 2017-2018","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CRI - Centre de Recherches Interdisciplinaires","Étudiant","Public","Student"
"34","43b329314d809fdccc28655ac3802326","Stage étudiant at Muséum national d'Histoire naturelle","France","ef6da97c5a5577f540698b3cb0477e01","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Muséum national d'Histoire naturelle","Stage étudiant","Public","Student"
"35","43b329314d809fdccc28655ac3802326","Stage étudiant at Muséum national d'Histoire naturelle","France","ef6da97c5a5577f540698b3cb0477e01","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université de Paris","Stage étudiant","Public","Student"
"36","51f81c54f54a01f45131561b3c30047d","Associate Consultant Intern at EY-Parthenon","France","4921961f8065056daaa7e7df5b15104e","Promotion Azote 2017-2018","2020",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"EY-Parthenon","Associate Consultant Intern","Private","Student"
"37","51f81c54f54a01f45131561b3c30047d","Associate Consultant Intern at EY-Parthenon","France","4921961f8065056daaa7e7df5b15104e","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pictet Asset Management","Summer Intern (Middle East & Africa)","Private","Student"
"38","51f81c54f54a01f45131561b3c30047d","Associate Consultant Intern at EY-Parthenon","France","4921961f8065056daaa7e7df5b15104e","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mutares SE & Co. KGaA","Private Equity Intern","Private","Student"
"39","51f81c54f54a01f45131561b3c30047d","Associate Consultant Intern at EY-Parthenon","France","4921961f8065056daaa7e7df5b15104e","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Wakerstone","Private Wealth Management Intern","Private","Student"
"40","fb604f36365d7fe11dddf529cadb7025","Stagiaire en recherche at Infections virales et pathologie comparées","France","23ec509154e88997cb32043a356ca32f","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Uppsala University","Stagiaire en Virologie","Public","Other"
"41","fb604f36365d7fe11dddf529cadb7025","Stagiaire en recherche at Infections virales et pathologie comparées","France","23ec509154e88997cb32043a356ca32f","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NEUFLIZE VIE","Opérateur","Private","Other"
"42","fb604f36365d7fe11dddf529cadb7025","Stagiaire en recherche at Infections virales et pathologie comparées","France","23ec509154e88997cb32043a356ca32f","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Air Liquid Medical Systems Private Limited","Opérateur chaîne de production","Private","Other"
"43","fb604f36365d7fe11dddf529cadb7025","Stagiaire en recherche at Infections virales et pathologie comparées","France","23ec509154e88997cb32043a356ca32f","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Institut Pasteur","Étudiant stagiaire","Public","Student"
"44","fb604f36365d7fe11dddf529cadb7025","Stagiaire en recherche at Infections virales et pathologie comparées","France","23ec509154e88997cb32043a356ca32f","Promotion Azote 2017-2018","2020",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Infections virales et pathologie comparées","Stagiaire en recherche","Public","Student"
"45","df612f61a6b1b0b6e00771e1f382c403","Summer camp animator at UCPA","France","f29c40701a9d4012dcca88581f2152f8","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris)","Student","Public","Student"
"46","df612f61a6b1b0b6e00771e1f382c403","Summer camp animator at UCPA","France","f29c40701a9d4012dcca88581f2152f8","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université Paris Descartes","Student","Public","Student"
"47","df612f61a6b1b0b6e00771e1f382c403","Summer camp animator at UCPA","France","f29c40701a9d4012dcca88581f2152f8","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UCPA","Summer camp animator","Public","Other"
"48","e502098c417584d8e4e56f7b7322c8bc","Chargée de mission at Cercle FSER","France","e05d885cb159a8aa97b618ee81a142c5","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cercle FSER","Chargée de mission","Public","Research"
"49","e502098c417584d8e4e56f7b7322c8bc","Chargée de mission at Cercle FSER","France","e05d885cb159a8aa97b618ee81a142c5","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SIANA, L'Imaginaire des Technologies","Intern - Cultural Project Coordinator","Private","Student"
"50","e502098c417584d8e4e56f7b7322c8bc","Chargée de mission at Cercle FSER","France","e05d885cb159a8aa97b618ee81a142c5","Promotion Azote 2017-2018","2020",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CNRS - National Center of scientific research","Intern","Public","Student"
"51","e502098c417584d8e4e56f7b7322c8bc","Chargée de mission at Cercle FSER","France","e05d885cb159a8aa97b618ee81a142c5","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CNRS","Intern","Public","Student"
"52","3b8563032991689fa1b83141537d7160","Consultant at Center for Public Research and Leadership","United States of America","aa3a63f00a8a85233df9beb7baf6d9c9","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Center for Public Research and Leadership","Consultant","Public","Student"
"53","3b8563032991689fa1b83141537d7160","Consultant at Center for Public Research and Leadership","United States of America","aa3a63f00a8a85233df9beb7baf6d9c9","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"50 Jeunes Engagés pour le Climat","Volunteer","Private","Other"
"54","3b8563032991689fa1b83141537d7160","Consultant at Center for Public Research and Leadership","United States of America","aa3a63f00a8a85233df9beb7baf6d9c9","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université de Sherbrooke","Assistant de recherche","Public","Research"
"55","7f87716741aeae4d227491b5a7d87d4e","Stagiaire at INSTITUT GUSTAVE ROUSSY","France","cd54b056fb9f637419ef57ddbd16b533","Promotion Azote 2017-2018","2020",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"INSTITUT GUSTAVE ROUSSY","Stagiaire","Public","Research"
"56","c5db7c6be287ff6314e655fba50f809e","Apprentie at Outsight","France","fdf070e2239fe2982c25390113dc69b1","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Outsight","Apprentie","Private","Research"
"57","c5db7c6be287ff6314e655fba50f809e","Apprentie at Outsight","France","fdf070e2239fe2982c25390113dc69b1","Promotion Azote 2017-2018","2020",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Outsight","assistant hardware","Private","Other"
"58","c5db7c6be287ff6314e655fba50f809e","Apprentie at Outsight","France","fdf070e2239fe2982c25390113dc69b1","Promotion Azote 2017-2018","2020",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Outsight","Stage assistant ingenieur","Private","Student"
"59","c5db7c6be287ff6314e655fba50f809e","Apprentie at Outsight","France","fdf070e2239fe2982c25390113dc69b1","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Topivo Restauration","Manager Équipière","Private","Other"
"60","7295c9cb99721a4b93e053db8a6d562c","Alternant communication audiovisuelle at CNES","France","ace85c0416af279583a749cfc1c3fb6e","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CNES","Alternant communication audiovisuelle","Public","Research"
"61","7295c9cb99721a4b93e053db8a6d562c","Alternant communication audiovisuelle at CNES","France","ace85c0416af279583a749cfc1c3fb6e","Promotion Azote 2017-2018","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"L'Octopus journal","Rédacteur en chef","Private","Other"
"62","7295c9cb99721a4b93e053db8a6d562c","Alternant communication audiovisuelle at CNES","France","ace85c0416af279583a749cfc1c3fb6e","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Wax science","Member of the Wax Science Association Board","Private","Research"
"63","7295c9cb99721a4b93e053db8a6d562c","Alternant communication audiovisuelle at CNES","France","ace85c0416af279583a749cfc1c3fb6e","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Licence frontieres du vivant","Student","Public","Student"
"64","7271b4a45139e38b79d26b2b039b1619","Internship at CEA","France","1042bb1ebc0906525329e3c0b51513e5","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CEA","Internship","Public","Student"
"65","9fc4cab665165cb9e4df8791cb5aa32e","Editrice scientifique at la ville brûle","France","44ff9c1edcde07886d26071b5143d38e","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sciences et Avenir","Science journalist","Private","Research"
"66","9fc4cab665165cb9e4df8791cb5aa32e","Editrice scientifique at la ville brûle","France","44ff9c1edcde07886d26071b5143d38e","Promotion Azote 2017-2018","2020",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sciences et Avenir","Intern web department","Private","Other"
"67","9fc4cab665165cb9e4df8791cb5aa32e","Editrice scientifique at la ville brûle","France","44ff9c1edcde07886d26071b5143d38e","Promotion Azote 2017-2018","2020",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"la ville brûle","Editrice scientifique","Private","Research"
"68","9fc4cab665165cb9e4df8791cb5aa32e","Editrice scientifique at la ville brûle","France","44ff9c1edcde07886d26071b5143d38e","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"la ville brûle","Editorial assistant","Private","Other"
"69","5eaac0170eb5eabe5a080a50d8d4651a","Junior consultant at ConsultantSeas","France","4310e93f06324441dfd0b2321a123d37","Promotion Azote 2017-2018","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ConsultantSeas","Junior consultant","Private","Other"
"70","5eaac0170eb5eabe5a080a50d8d4651a","Junior consultant at ConsultantSeas","France","4310e93f06324441dfd0b2321a123d37","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Orange","Intern","Private","Other"
"71","d1ec2186dd9c5d3466b5b5847ca7a69b","Stage L3 sur les cervicales chez les oiseaux en lien avec la phylogénie et l'environnement at Muséum national d'Histoire naturelle","France","a04124205983f152315883478826375a","Promotion Azote 2017-2018","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Muséum national d'Histoire naturelle","Stage L3 sur les cervicales chez les oiseaux en lien avec la phylogénie et l'environnement","Public","Research"
"72","8a0d8dcf3fcd31d05987a177b2be25f8","Stage de recherche en écologie et génétique des populations at IEES Paris, Université Paris-Est Créteil","France","7eb10962baf91e299626c1917064bca3","Promotion Béryllium 2014-2015","2017",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IEES Paris, Université Paris-Est Créteil","Stage de recherche en écologie et génétique des populations","Public","Research"
"73","8a0d8dcf3fcd31d05987a177b2be25f8","Stage de recherche en écologie et génétique des populations at IEES Paris, Université Paris-Est Créteil","France","7eb10962baf91e299626c1917064bca3","Promotion Béryllium 2014-2015","2017",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IEES Paris, Université Paris-Est Créteil","Stage de recherche en biologie moléculaire","Public","Research"
"74","8a0d8dcf3fcd31d05987a177b2be25f8","Stage de recherche en écologie et génétique des populations at IEES Paris, Université Paris-Est Créteil","France","7eb10962baf91e299626c1917064bca3","Promotion Béryllium 2014-2015","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UMR Eco-Anthropologie, Musée de l'Homme","Stage de recherche en génomique des populations humaines","Public","Research"
"75","6b4b99d8b654b4ed76ea28c5c4053a35","Doctorante at Université Paris Descartes","France","abdf7dd18d42618876e8111a54623ec0","Promotion Béryllium 2014-2015","2017",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Université Paris Descartes","Doctorante","Public","Research"
"76","6b4b99d8b654b4ed76ea28c5c4053a35","Doctorante at Université Paris Descartes","France","abdf7dd18d42618876e8111a54623ec0","Promotion Béryllium 2014-2015","2017",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Muséum national d'Histoire naturelle","Stagiaire M2 - intern","Public","Research"
"77","6b4b99d8b654b4ed76ea28c5c4053a35","Doctorante at Université Paris Descartes","France","abdf7dd18d42618876e8111a54623ec0","Promotion Béryllium 2014-2015","2017",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IRD","Stagiaire M2 - intern","Public","Research"
"78","6b4b99d8b654b4ed76ea28c5c4053a35","Doctorante at Université Paris Descartes","France","abdf7dd18d42618876e8111a54623ec0","Promotion Béryllium 2014-2015","2017",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"École normale supérieure","Stagiaire M1 - Intern","Public","Research"
"79","6b4b99d8b654b4ed76ea28c5c4053a35","Doctorante at Université Paris Descartes","France","abdf7dd18d42618876e8111a54623ec0","Promotion Béryllium 2014-2015","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ICM - Brain & Spine Institute","Stagiaire","Public","Research"
"80","6b4b99d8b654b4ed76ea28c5c4053a35","Doctorante at Université Paris Descartes","France","abdf7dd18d42618876e8111a54623ec0","Promotion Béryllium 2014-2015","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"University of Leicester","3rd year student - Erasmus semester","Public","Student"
"81","71f0f4f05b3c279294f4221db9aa6ca6","Assistante chargée de projet at Muséum national d'Histoire naturelle","France","cb46b824b9f0de3935feb6bb4b7f499f","Promotion Béryllium 2014-2015","2017",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Muséum National d'Histoire Naturelle - Enseignement Supérieur","Stagiaire M2","Public","Student"
"82","71f0f4f05b3c279294f4221db9aa6ca6","Assistante chargée de projet at Muséum national d'Histoire naturelle","France","cb46b824b9f0de3935feb6bb4b7f499f","Promotion Béryllium 2014-2015","2017",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Muséum national d'Histoire naturelle","Assistante chargée de projet","Public","Student"
"83","71f0f4f05b3c279294f4221db9aa6ca6","Assistante chargée de projet at Muséum national d'Histoire naturelle","France","cb46b824b9f0de3935feb6bb4b7f499f","Promotion Béryllium 2014-2015","2017",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Muséum national d'Histoire naturelle","Stagiaire M1","Public","Student"
"84","71f0f4f05b3c279294f4221db9aa6ca6","Assistante chargée de projet at Muséum national d'Histoire naturelle","France","cb46b824b9f0de3935feb6bb4b7f499f","Promotion Béryllium 2014-2015","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université Paris-Sud","Stagiaire","Public","Student"
"85","679e3c008ec19f2b9a0fa2d28bd57a9c","Master Intern at Leibniz Centre for Tropical Marine Research (ZMT) GmbH","France","0df2eea14658ad81807a1c860ab4b309","Promotion Béryllium 2014-2015","2017",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Leibniz Centre for Tropical Marine Research (ZMT) GmbH","Master Intern","Public","Student"
