"","Name","Occupation","Country","URL","year","master_year","year0","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10","year11","year12","year13","year14","year15","year16","year17","Position","Company","Status","Type"
"21","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Assistante de Daniel Benamouzig (cours sur les Humanités scientifiques)","Sciences Po","Public","Other"
"22","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Lecturer on political aspects of main contemporary scientific issues","Sciences Po","Public","Other"
"23","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Post-doc research scientist","Institut Pasteur","Public","Research"
"24","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cours de cartographie des controverses","MINES ParisTech - Ecole des mines de Paris","Public","Other"
"25","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Membre du jury du concours d'entrée à l'ENSCI (école de design)","Ecole nationale supérieure de création industrielle( ENSCI)","Public","Other"
"26","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master's student","Miroslav Radman's Lab - Necker","Private","Student"
"27","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biology lecturer","Université de Versailles Saint-Quentin-en-Yvelines","Public","Other"
"28","170339aeaaa9079f4bbc534d5b3dd8d2","Responsable de la mise en œuvre du plan Données du CNRS at cnrs","France","a3e16b92e6ca6a2cb9cbb47a169e27d3","2005/2006","2006",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Post-doc research scientist at RITME","French National Institute of Agricultural Research","Public","Research"
"29","d5e6aa975c24d370d4014a3e48a706f6","Co-Owner at Reify Art Design","United States of America","b84029c0893c25a32c1e6f1c606cf076","2017/2018","2018",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crew Member","Trader Joe's","Private","Other"
"30","d5e6aa975c24d370d4014a3e48a706f6","Co-Owner at Reify Art Design","United States of America","b84029c0893c25a32c1e6f1c606cf076","2017/2018","2018",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biological Sciences Education and Technology Facilitator/Mentor","CRI","Public","Other"
"31","d5e6aa975c24d370d4014a3e48a706f6","Co-Owner at Reify Art Design","United States of America","b84029c0893c25a32c1e6f1c606cf076","2017/2018","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Graduate Student","CRI","Public","Student"
"32","d5e6aa975c24d370d4014a3e48a706f6","Co-Owner at Reify Art Design","United States of America","b84029c0893c25a32c1e6f1c606cf076","2017/2018","2018",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Co-Owner","Reify Art Design","Private","Entrepreneurship"
"33","703c1f0576abac0271382a6f7ac41755","PhD Student at Institut Curie","France","3cf5a3545d2823896598e6d6676ffb74","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD Student","Institut Curie","Public","Student"
"34","703c1f0576abac0271382a6f7ac41755","PhD Student at Institut Curie","France","3cf5a3545d2823896598e6d6676ffb74","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Masters Student","CRI - Centre de Recherches Interdisciplinaires","Public","Student"
"35","fcc7b7ff93a74aebc87c421f15d43796","PHD Candidate at Institut Pasteur","France","9494896dc5bed818ac96098f741d682b","2020-2021","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PHD Candidate","Institut Pasteur","Public","Student"
"36","fcc7b7ff93a74aebc87c421f15d43796","PHD Candidate at Institut Pasteur","France","9494896dc5bed818ac96098f741d682b","2020-2021","2021",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Intern","CRI","Public","Student"
"37","fcc7b7ff93a74aebc87c421f15d43796","PHD Candidate at Institut Pasteur","France","9494896dc5bed818ac96098f741d682b","2020-2021","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master Degree Student","CRI","Public","Student"
"38","90fe4b1453ccee0f4f236bd7d9db9eb0","Doctoral Candidate at Inria","France","decc644aa3b2770b92059ec7ee3ba075","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctoral Candidate","Inria","Public","Student"
"39","90fe4b1453ccee0f4f236bd7d9db9eb0","Doctoral Candidate at Inria","France","decc644aa3b2770b92059ec7ee3ba075","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Co-Founder","Home Association","Private","Board"
"40","90fe4b1453ccee0f4f236bd7d9db9eb0","Doctoral Candidate at Inria","France","decc644aa3b2770b92059ec7ee3ba075","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Intern","Institut Pasteur","Public","Student"
"41","90fe4b1453ccee0f4f236bd7d9db9eb0","Doctoral Candidate at Inria","France","decc644aa3b2770b92059ec7ee3ba075","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Intern","UConn Health","Public","Student"
"42","75990d929e05dcc1580c5721c6748792","Médecin assistant at Hôpital Fondation Adolphe de Rothschild","France","0f3851f60a3339ed90454055025029dc","2014/2015","2015",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Médecin assistant","Hôpital Fondation Adolphe de Rothschild","Private","Other"
"43","503931646f854f69217af0fbcb3251e5","Ingénieur d’études at Institut Curie","France","3a646f5af605a175985930d2d5e9c460","2018-2019","2019",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ingénieur d’études","Institut Curie","Public","Other"
"44","503931646f854f69217af0fbcb3251e5","Ingénieur d’études at Institut Curie","France","3a646f5af605a175985930d2d5e9c460","2018-2019","2019",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ingénieur d’études","Université de Bordeaux","Public","Other"
"45","503931646f854f69217af0fbcb3251e5","Ingénieur d’études at Institut Curie","France","3a646f5af605a175985930d2d5e9c460","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Internship","Sanofi","Private","Student"
"46","503931646f854f69217af0fbcb3251e5","Ingénieur d’études at Institut Curie","France","3a646f5af605a175985930d2d5e9c460","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Internship","ESPCI Paris","Public","Student"
"47","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Founder","Samuylov data services and solutions GmbH","Private","Board"
"48","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Risk Modeling & Analytics Specialist","UBS","Public","Other"
"49","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Computer Vision Engineer","Assaia – The Apron AI","Private","Other"
"50","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Senior Data Scientist","Kenzen","Private","Other"
"51","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Data Science Consultant","Kenzen","Private","Other"
"52","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research assistant @ Computer Vision Laboratory","ETH Zurich","Public","Research"
"53","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Intern: Centre for Computational Biology","MINES ParisTech - Ecole des mines de Paris","Public","Student"
"54","2acedbc028b8c839a1073a6bb6d4635b","Founder at Samuylov data services and solutions GmbH","Switzerland","976501ed827ce5f32389878b0a9c39c3","2012/2013","2013",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Intern: Ibis Team","INRIA","Public","Student"
"55","6d31e003033afdaccc958b4c13c5d1b1","PhD Graduate Student at Sorbonne Université","France","6c7d73d0004c11cf3ecdc0bee9310398","2015/2016","2016",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD Graduate Student","Sorbonne Université","Public","Student"
"56","6d31e003033afdaccc958b4c13c5d1b1","PhD Graduate Student at Sorbonne Université","France","6c7d73d0004c11cf3ecdc0bee9310398","2015/2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Graduate Student Intern","Sorbonne Université","Public","Student"
"57","6d31e003033afdaccc958b4c13c5d1b1","PhD Graduate Student at Sorbonne Université","France","6c7d73d0004c11cf3ecdc0bee9310398","2015/2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Graduate Student Intern","ESPCI Paris","Public","Student"
"58","e5c67925a26c67b1d06b16f6f8558ff1","Phd Researcher Assistant at Institut Curie","France","0889c2fee6fb73a8bb3bef15f33d490e","2019-2020","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Phd Researcher Assistant","Institut Curie","Public","Student"
"59","e5c67925a26c67b1d06b16f6f8558ff1","Phd Researcher Assistant at Institut Curie","France","0889c2fee6fb73a8bb3bef15f33d490e","2019-2020","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"M2 Research Intern","Institut Curie","Public","Student"
"60","e5c67925a26c67b1d06b16f6f8558ff1","Phd Researcher Assistant at Institut Curie","France","0889c2fee6fb73a8bb3bef15f33d490e","2019-2020","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"M2 intern","Institut du Cerveau – Paris Brain Institute","Public","Student"
"61","823e498e74cc7282e5f456fa7ea35540","PHD Student at MPI-CBG - Max Planck Institute of Molecular Cell Biology and Genetics","France","b4922e8cf20ac572a868b93e3be8913a","2017/2018","2018",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PHD Student","MPI-CBG - Max Planck Institute of Molecular Cell Biology and Genetics","Public","Student"
"62","823e498e74cc7282e5f456fa7ea35540","PHD Student at MPI-CBG - Max Planck Institute of Molecular Cell Biology and Genetics","France","b4922e8cf20ac572a868b93e3be8913a","2017/2018","2018",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Trainee","Institut Curie - Research Centre","Public","Research"
"63","823e498e74cc7282e5f456fa7ea35540","PHD Student at MPI-CBG - Max Planck Institute of Molecular Cell Biology and Genetics","France","b4922e8cf20ac572a868b93e3be8913a","2017/2018","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Trainee","Institut Pasteur","Public","Research"
"64","81877a95cd45be2b6bd663b19f47db88","Medical Copywriter at McCann Health France","France","f18d1bc0421bbed085680c4c39705011","2010/2011","2011",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Medical Copywriter","McCann Health France","Public","Other"
"65","81877a95cd45be2b6bd663b19f47db88","Medical Copywriter at McCann Health France","France","f18d1bc0421bbed085680c4c39705011","2010/2011","2011",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Medical Writer/ Scientific Communication Manager","Agence TROUBAT","Private","Other"
"66","81877a95cd45be2b6bd663b19f47db88","Medical Copywriter at McCann Health France","France","f18d1bc0421bbed085680c4c39705011","2010/2011","2011",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Graduate Student, International Collaboration","National University of Singapore","Public","Student"
"67","81877a95cd45be2b6bd663b19f47db88","Medical Copywriter at McCann Health France","France","f18d1bc0421bbed085680c4c39705011","2010/2011","2011",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Mentor","Institut Jacques Monod/CNRS & University Paris Diderot","Public","Research"
