"","Name","Occupation","Country","URL","year","phd_year","year0","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10","year11","year12","Company","Position","Status","Status.v2","Type"
"34","6e56ce15942924d1cc1e8e27161edffa","Senior Staff Scientist at Helix","United States of America","daa528f14f739f035f3f973fe74829c6","ED 08-09","2011",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rockefeller University","Postdoctoral Researcher","Private","Public","Research"
"35","6e56ce15942924d1cc1e8e27161edffa","Senior Staff Scientist at Helix","United States of America","daa528f14f739f035f3f973fe74829c6","ED 08-09","2011",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rockefeller University","PhD student","Private","Public","Student"
"36","6e56ce15942924d1cc1e8e27161edffa","Senior Staff Scientist at Helix","United States of America","daa528f14f739f035f3f973fe74829c6","ED 08-09","2011",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UCSF","Postdoctoral Researcher","Public","Public","Research"
"37","fab612f129197f7807c02f52188f7785","Lead Data Science Research & Development at Lixo","France","b0caffd3cba8de63d029d02f6ab44d85","ED 15-16","2018",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Lixo","Lead Data Science Research & Development","Private","Private","Research"
"38","fab612f129197f7807c02f52188f7785","Lead Data Science Research & Development at Lixo","France","b0caffd3cba8de63d029d02f6ab44d85","ED 15-16","2018",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PandaScore","Data Scientist","Private","Private","Other"
"39","fab612f129197f7807c02f52188f7785","Lead Data Science Research & Development at Lixo","France","b0caffd3cba8de63d029d02f6ab44d85","ED 15-16","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Unité de Neurosciences, Information et Complexité","PhD","Public","Public","Student"
"40","322df530b5ce112b493bc69dd9150f3d","Ingénieur de Recherche at CNRS - Centre national de la recherche scientifique","France","48f33c7125ea63a80960d771a0e023d7","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Harvard University","Research Teaching Assistant","Private","Public","Research"
"41","322df530b5ce112b493bc69dd9150f3d","Ingénieur de Recherche at CNRS - Centre national de la recherche scientifique","France","48f33c7125ea63a80960d771a0e023d7","ED 07-08","2010",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Harvard University","Postdoctoral Scientist","Private","Public","Research"
"42","322df530b5ce112b493bc69dd9150f3d","Ingénieur de Recherche at CNRS - Centre national de la recherche scientifique","France","48f33c7125ea63a80960d771a0e023d7","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"CNRS - Centre national de la recherche scientifique","Ingénieur de Recherche","Public","Public","Research"
"43","322df530b5ce112b493bc69dd9150f3d","Ingénieur de Recherche at CNRS - Centre national de la recherche scientifique","France","48f33c7125ea63a80960d771a0e023d7","ED 07-08","2010",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ESPCI Paris","PhD Student","Public","Public","Student"
"44","322df530b5ce112b493bc69dd9150f3d","Ingénieur de Recherche at CNRS - Centre national de la recherche scientifique","France","48f33c7125ea63a80960d771a0e023d7","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Inserm","Ingénieur de recherche","Public","Public","Research"
"45","3843157b5e6bc8be8d0bb5db55928b6e","Technology Manager at Jems Group","France","476016059e9284f5710f4a01aa918a31","ED 16-17","2019",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jems Group","Technology Manager","Private","Private","Other"
"46","3843157b5e6bc8be8d0bb5db55928b6e","Technology Manager at Jems Group","France","476016059e9284f5710f4a01aa918a31","ED 16-17","2019",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jems Group","Technical Lead and Technical Community Manager","Private","Private","Other"
"47","3843157b5e6bc8be8d0bb5db55928b6e","Technology Manager at Jems Group","France","476016059e9284f5710f4a01aa918a31","ED 16-17","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CRI","Doctoral Researcher","Public","Public","Research"
"48","8cb64003043a6171d71691d88a0ba3d0","PHD Graduate Student at Université de Paris","France","17fb1e4a2e358de06aec2741d06f7c6e","ED 16-17","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université de Paris","PHD Graduate Student","Public","Public","Student"
"49","b467d83f0455f2b813a48ab5cabbf348","Externe en médecine at AP-HP, Assistance Publique - Hôpitaux de Paris","France","aa4c51906ec5e9d81ce9b2eb95c0470c","ED 18-19","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AP-HP, Assistance Publique - Hôpitaux de Paris","Externe en médecine","Public","Public","Student"
"50","b467d83f0455f2b813a48ab5cabbf348","Externe en médecine at AP-HP, Assistance Publique - Hôpitaux de Paris","France","aa4c51906ec5e9d81ce9b2eb95c0470c","ED 18-19","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Haut Conseil de l'Evaluation de la Recherche et de l'Enseignement Supérieur","Expert étudiant","Public","Public","Other"
"51","b467d83f0455f2b813a48ab5cabbf348","Externe en médecine at AP-HP, Assistance Publique - Hôpitaux de Paris","France","aa4c51906ec5e9d81ce9b2eb95c0470c","ED 18-19","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMU de Paris","Agent de Régulation Médicale","Public","Public","Other"
"52","b467d83f0455f2b813a48ab5cabbf348","Externe en médecine at AP-HP, Assistance Publique - Hôpitaux de Paris","France","aa4c51906ec5e9d81ce9b2eb95c0470c","ED 18-19","2021",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université de Paris","Élu étudiant","Public","Public","Student"
"53","b467d83f0455f2b813a48ab5cabbf348","Externe en médecine at AP-HP, Assistance Publique - Hôpitaux de Paris","France","aa4c51906ec5e9d81ce9b2eb95c0470c","ED 18-19","2021",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Université de Paris","Doctorant","Public","Public","Student"
"54","0cad16aa32b5827b2e082bd597b95080","Lecturer at The University of Auckland","New Zealand","39a04a07c995986b7b2dbc1945d72c80","ED 12-13","2015",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Applied Physics Laboratory - University of Washington","Marie Skłodowska Curie Fellow","Public","Public","Research"
"55","0cad16aa32b5827b2e082bd597b95080","Lecturer at The University of Auckland","New Zealand","39a04a07c995986b7b2dbc1945d72c80","ED 12-13","2015",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Applied Physics Laboratory, University of Washington","Research Associate","Public","Public","Research"
"56","0cad16aa32b5827b2e082bd597b95080","Lecturer at The University of Auckland","New Zealand","39a04a07c995986b7b2dbc1945d72c80","ED 12-13","2015",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Institut Méditerranéen d'océanologie","Research Engineer","Public","Public","Research"
"57","0cad16aa32b5827b2e082bd597b95080","Lecturer at The University of Auckland","New Zealand","39a04a07c995986b7b2dbc1945d72c80","ED 12-13","2015",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Institute for Marine and Antarctic Studies","PhD Candidate","Public","Public","Student"
"58","0cad16aa32b5827b2e082bd597b95080","Lecturer at The University of Auckland","New Zealand","39a04a07c995986b7b2dbc1945d72c80","ED 12-13","2015",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"LOCEAN-IPSL / IMAS","PhD Candidate","Public","Public","Student"
"59","0cad16aa32b5827b2e082bd597b95080","Lecturer at The University of Auckland","New Zealand","39a04a07c995986b7b2dbc1945d72c80","ED 12-13","2015",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"The University of Auckland","Lecturer","Public","Public","Other"
"60","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"ARONDOR CAPTURE","Ingénieur développement - Consultant Dématérialisation / ECM","Private","Private","Other"
"61","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"AXA","Consultante Software Engineer, BIG DATA","Private","Private","Other"
"62","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"AXA","Consultant Dématérialisation RADLAD","Private","Private","Other"
"63","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"AXA en France","Lead data Engineer","Private","Private","Other"
"64","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"AXA en France","Senior Data Engineer","Private","Private","Other"
"65","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Start up de développement de jeu vidéo","Développeur c#","Private","Private","Other"
"66","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris)","Scientific Coordinator","Public","Public","Other"
"67","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris)","International Relations Coordinator","Public","Public","Other"
"68","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Inserm U1001, TaMARa Lab","Phd Student","Public","Public","Student"
"69","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Map 5, Université paris Descartes","ATER","Public","Public","Other"
"70","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer at AXA en France","France","c534be8e1878db67061261d7a4b8fa76","ED 07-08","2010",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Map 5, Université paris Descartes","PhD student","Public","Public","Student"
"71","110ff7fc4a1b87f6cd467e02b7e3e309","Postdoctoral Researcher at Centro Nacional de Biotecnología (CNB-CSIC). Madrid, Spain","Spain","7c29f2f1373ed0da2253e26f7b425538","ED 17-18","2020",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Institut Pasteur","PHD Student","Private","Public","Student"
"72","110ff7fc4a1b87f6cd467e02b7e3e309","Postdoctoral Researcher at Centro Nacional de Biotecnología (CNB-CSIC). Madrid, Spain","Spain","7c29f2f1373ed0da2253e26f7b425538","ED 17-18","2020",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Centro Nacional de Biotecnología (CNB-CSIC). Madrid, Spain","Postdoctoral Researcher","Public","Public","Research"
"73","110ff7fc4a1b87f6cd467e02b7e3e309","Postdoctoral Researcher at Centro Nacional de Biotecnología (CNB-CSIC). Madrid, Spain","Spain","7c29f2f1373ed0da2253e26f7b425538","ED 17-18","2020",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native Scientist","Creative Editor","Public","Public","Other"
"74","110ff7fc4a1b87f6cd467e02b7e3e309","Postdoctoral Researcher at Centro Nacional de Biotecnología (CNB-CSIC). Madrid, Spain","Spain","7c29f2f1373ed0da2253e26f7b425538","ED 17-18","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native Scientist","Project manager for Portuguese in France","Public","Public","Other"
"75","fb1f931a86b83d8b43984603ba3052f0","Chargée de mission ""Liste Rouge des Écosystèmes"" at Comité français de l'UICN","France","13e9691ff5f9e4a64565d47bfcf46250","ED 11-12","2014",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comité français de l'UICN","Chargée de mission ""Liste Rouge des Écosystèmes""","Private","Private","Other"
"76","fb1f931a86b83d8b43984603ba3052f0","Chargée de mission ""Liste Rouge des Écosystèmes"" at Comité français de l'UICN","France","13e9691ff5f9e4a64565d47bfcf46250","ED 11-12","2014",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ecole Polytechnique","Chercheuse doctorante en écologie théorique","Public","Public","Student"
