"","Name","Occupation","Current.company","Location","URL","year","master_year","year0","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10","year11","year12","year13","year14","year15","year16","year17","Position","Company","Status","Type"
"11","bf3db51c20301938ca022b7a810cdddf","Chargé de formation - Acadomia","Acadomia","Gennevilliers, Île-de-France, France","8061482248b4106d799a2c460a5af09d","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Chargé de formation","Acadomia","Private","Other"
"12","07fe254c630a03cb0bcb636b76013776","Chargée de mission Relations Financeurs - Grande Ecole du Numérique","Grande Ecole du Numérique","France","4823645dd6d3d93fbfef61ff5262dda5","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coordinatrice pédagogique","Acadomia","Private","Other"
"13","13eb368d8ad3c4f79d2b7f51dd6c8c18","Learning & Instructional Designer","CHUM - Centre hospitalier de l'Université de Montréal","Canada","16438850a3f7dbed70d6ff5f9e58ff92","2017-2018","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Instructional Design Analyst","Accenture","Private","Other"
"14","449f1df6131fdc3114be8680b4eb39b8","Video Game Producer","Midnight Circus Games","Lyon, Auvergne-Rhône-Alpes, France","b44cf218b9a0deef60de7dc68868884c","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Producer","Accidental Queens","Private","Other"
"15","3e1bad234e14b7cf06afa7c7af0e78ce","Digital Consultant - Elearning & MOOC","CRI - Centre de Recherches Interdisciplinaires","Greater Paris Metropolitan Region","4a4b7087fa16dd647978488a55e04ced","2015-2016","2016",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Digital Consultant - MOOC & Elearning","ADEME · Freelance","Private","Other"
"16","af8c2a0dfae649f987700793d48723d0","Postdoctoral Researcher at UC Berkely","Adesnik lab, UC Berkeley","Albany, California, United States","26d116b071fb60ed3e616f948b79789a","2013/2014","2014",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Postdoctoral Researcher","Adesnik lab, UC Berkeley","Public","Research"
"17","868252292f5b4aa8b0e4370b1c89f567","Co-founder, Edtech Connections","Edtech Connections","Paris, Île-de-France, France","81903fcf672a5d173ad46f2d62315c54","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Strategic Advisor","Adicom Days - Africa Digital Communication","Private","Other"
"18","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Auditeur Sécurité Offensive","Advens · Permanent","Private","Other"
"19","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Auditeur Sécurité Offensive","Advens · Permanent","Private","Other"
"20","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Auditeur Sécurité Offensive","Advens · Permanent","Private","Other"
"21","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Auditeur Sécurité Offensive","Advens · Permanent","Private","Other"
"22","8b13ff5b2a566bc9e2b73a3edad2cf86","Bio tinkerer Exploring interdisciplinarity at Paris, France","Institut d'Optique Graduate School","Nepal","bb64bef0151de35fbb42e30510457e2e","2020-2021","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Open Science and Accessibility Committee Member","After iGEM","Private","Other"
"23","8d2b1f000750421ac125485db36ee13c","Marketing Director - Pharmaceutical excipients and Vaccine adjuvants chez SEPPIC","SEPPIC","Greater Paris Metropolitan Region","fbcfcf324a53dc8e879352239754d2db","2005/2006","2006",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biotechnology project officer","Air Liquide","Private","Other"
"24","298e87120537f9244403b8f631ba586c","Co-fondateur de Par Le monde","ChangemakerXchange","Greater Paris Metropolitan Region","c11090ac72d9e0aac73d574ab4ebbe0c","2007/2008","2008",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat en génétique","Aix-Marseille Université","Public","Student"
"25","b1a6af61e6bc85685bfd35a94b9fa8fd","Principal at Digitalis Ventures","Alcea Therapeutics","Greater Boston","3d4b2ac2d3e6c139a50644211db8a057","2006/2007","2007",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Chief Operating Officer","Alcea Therapeutics","Private","Other"
"26","ae3937f5b1781a089edd2e9d518a09c3","Founder at Leza Amharic Tutoring","Leza Amharic Tutoring","Paris, Île-de-France, France","e4fbf29d53ceaccc6be99fd1100fa1f5","2016/2017","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Intern","Alexion R & D France","Private","Student"
"27","afc4f6ead12a7fec0f4d630012f0a4f8","Computational Biology | Neuroscience | Data Science","Cajal Neuroscience","Seattle, Washington, United States","4ea524ebd9c01d65327df30f34a0200c","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Scientist I","Allen Institute for Brain Science · Full-time","Public","Research"
"28","0064692b7bc52326414c8f9c2bfe0445","PostDoc @Western and @UQuebec, Ph.D. @Charité, M.Sc. @ENS Paris","Western University","Canada","0e441c5d6b277f022ccbf9ad16ee2043","2013/2014","2014",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Manuscript Reviewer","ALTEX – Alternatives to Animal Experimentation","Private","Other"
"29","0c403b4b163906ca44e3f353ba1aef8c","Data at Sonio","Sonio","Paris, Île-de-France, France","0079461564064cd5d646a84e1980e968","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Consultant Big Data","Altran","Private","Other"
"30","f08ccd9acb2b3e60797d38c219d5ccd0","CENTRE DE RECHERCHE INTERDISCIPLINAIRE (CRI), University of Paris | IIT KANPUR","Université Denis Diderot (Paris VII)","Greater Paris Metropolitan Region","b2e7f177d0497cd8a50bd4bd6bee02a3","2020-2021","2021",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Data Science Research Intern","Altran · Internship","Private","Student"
"31","1177bda3cb89aa2f4a766a5ee16e421d","Science writer dedicated to making complex concepts more accessible and engaging","Université Grenoble Alpes","Grenoble, Auvergne-Rhône-Alpes, France","a1216d0ba5fdb9cfe8d829c052383e7a","2016/2017","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research Intern in Developmental Biology","AMOLF · Internship","Private","Student"
"32","daee401f5501110b080ba3e87588dba4","Data scientist at EDF R&D","EDF R&D","Bourg-la-Reine, Île-de-France, France","97f37e74cc231df870483e3d4bf8cc28","2008/2009","2009",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Consultant en data science","ANEO","Private","Other"
"33","821953eb9602cd7b12d68388b80b4bf0","Computational biologist","anh-innovation","Zagreb, Zagreb, Croatia","59fc08252fbb9c03a0cd8059f455d197","2016/2017","2017",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bioinformatics Specialist","anh-innovation","Private","Other"
"34","1f9ca91759511f1c49f8078a1a196bb4","Directeur Médical, Mila","Mila","Paris, Île-de-France, France","85b1471d14e0b4b6ad0c4a018c67e731","2010/2011","2011",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Medical Student","AP-HP","Private","Student"
"35","b6ac3d1d7ee798926e64598286f0a77a","A étudié à : Université René Descartes (Paris V) AP-HP","CHRU de Strasbourg - Hôpitaux Universitaires de Strasbourg","Paris, Île-de-France, France","165bcffdd4ef06e960b3cdab51d219d5","2015/2016","2016",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Externe en Pharmacie","AP-HP, Assistance Publique - Hôpitaux de Paris","Public","Other"
"36","cd8f904f54c876a305cab0ae20a91c83","PhD, PharmD - Connecting data and partners to create innovative AI approaches in health","Owkin","Paris, Île-de-France, France","aeadd070f07e88e418e75916bef74c1d","2013/2014","2014",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Scientific advisor","AP-HP, Assistance Publique - Hôpitaux de Paris","Public","Other"
"37","18c7ad4a42b45ef3e2f621c243261882","Médecin. Chef de Clinique Assistant - Université de Paris / APHP","AP-HP, Assistance Publique - Hôpitaux de Paris","France","f43d0ec0d9db4b7da5385c581fbc6880","2020-2021","2021",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Chef de Clinique Assistant","AP-HP, Assistance Publique - Hôpitaux de Paris","Public","Other"
"38","7a0219a7867d006728341cadd603f8b6","Interne en médecine interne. Ingénieur.","AP-HP, Assistance Publique - Hôpitaux de Paris","Paris, Île-de-France, France","323f13680d0e3868f4c5174526921224","2010/2011","2011",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Interne de médecine interne","AP-HP, Assistance Publique - Hôpitaux de Paris","Public","Student"
"39","1f9ca91759511f1c49f8078a1a196bb4","Directeur Médical, Mila","Mila","Paris, Île-de-France, France","85b1471d14e0b4b6ad0c4a018c67e731","2010/2011","2011",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD Resident. Clinical Research / Biostatistics","AP-HP, Assistance Publique - Hôpitaux de Paris","Public","Research"
"40","66acf5e0fceb80c44cce4df479b1185d","Ingénieur bio-informatique","AP-HP, Assistance Publique - Hôpitaux de Paris","Paris, Île-de-France, France","ee1ceb6670d3316598617d9e1c947bac","2020-2021","2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ingénieur hospitalier","AP-HP, Assistance Publique - Hôpitaux de Paris · Contract","Private","Other"
"41","de93d546e8f1d8c066dae9d73e224ecd","Research Engineer in Biomechanics & Microfluidics","Université de Paris","France","13c914f3692512bb8884ac18e2874801","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Research assistant on Molecular motors & Microtubules : In vitro Biology & Microfabrication","AP-HP, Assistance Publique - Hôpitaux de Paris · Internship","Public","Research"
"42","9195879b2ef321d2db8dbaa359e4930f","Internal Medicine MD, PhD candidate in epidemiology @Institut Pasteur / INSERM","Epidemiology & modelling of bacterial escape to antimicrobials, Institut Pasteur, U1018 Inserm, UVSQ","Paris, Île-de-France, France","f2b371af943955d77fb6477675d4d34d","2016/2017","2017",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Residency in Internal Medicine and Infectious Diseases","APHP","Private","Student"
"43","670e7fac9076159a4a1b9fd711e53052","Entrepreneur, Speaker & Author Chairman & Founder, Bioniria Foundation","UNESCO-UniTwin","Greater Paris Metropolitan Region","229e2d1882d5dd7bfc7e7379620ff682","2008/2009","2009",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Expert : The Knowledge Economy","Apm - Association Progrès du Management","Private","Other"
"44","3c70ce7d82d293261f24d3b05ae50dd5","Modern Competence Development | Promoting digital learning, communication and inclusion","L'Industreet","Paris, Île-de-France, France","cb559310a0738947c6e92e3aa0f55622","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pedagogical engineer","Arabigo · Internship","Private","Other"
"45","38ce5a428f002c9c3b6a7ead7c81723f","Lead Data Scientist","Sodexo","Paris, Île-de-France, France","1369d0e1958467e3b8da080f68f01ea4","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Data scientist / bio-statistician","ARIANA PHARMA · Permanent","Private","Other"
"46","38ce5a428f002c9c3b6a7ead7c81723f","Lead Data Scientist","Sodexo","Paris, Île-de-France, France","1369d0e1958467e3b8da080f68f01ea4","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Data scientist / bio-statistician","ARIANA PHARMA · Permanent","Private","Other"
"47","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pentester","ARMATURE Technologies","Private","Other"
"48","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pentester","ARMATURE Technologies","Private","Other"
"49","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pentester","ARMATURE Technologies","Private","Other"
"50","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pentester","ARMATURE Technologies","Private","Other"
"51","648faedf7cd1e3f6e764f2e82afd6e5e","Lead data Engineer chez AXA en France","AXA en France","Greater Paris Metropolitan Region","12456c6720eed1c3330696cdca39953e","2005/2006","2006",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Ingénieur développement - Consultant Dématérialisation / ECM","ARONDOR CAPTURE","Private","Other"
"52","a9c3da5497ca0ba1e543fe1a1e9ddfca","Développement web pédagogique chez Naturevolution","Collège Jean Monnet Janzé","Paris, Île-de-France, France","93badf3d279c62636753c4050ec01c3a","2019-2020","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Chargé de conception pédagogique Junior","Article 1 · Internship","Private","Other"
"53","804bab8ab5ec5031fdba9bfecaffad25","PhD Candidate at Participatory Memory Practices (POEM) Network","POEM - H2020 Project","United Kingdom","7a1d5d814fab34817488137e022f08f7","2017-2018","2018",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Community Lead","Ashoka UK & Ireland","Private","Other"
"54","742802099682344cdc15d4a651e9f7f3","Automating organizations processes by introducing and implementing Machine Learning","Keep-Current","Vienna, Vienna, Austria","f450180b383d1a85922ba01b16dc1b3d","2012/2013","2013",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Natural Language Processing (NLP) Trainer","Asigmo Data Science · Contract","Private","Other"
"55","4e97098886a98afd974735cbd8b6b480","Researcher","University of Geneva","Geneva, Geneva, Switzerland","d406d2af395f8d194947f205d2faaa5f","2014/2015","2015",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Collaborator","Asociación de biotecnólogos de Andalucía","Private","Other"
"56","6883feb231f826bee59d2a96470aeba3","Responsable Maker chez École des Ponts ParisTech",NA,"Greater Paris Metropolitan Region","e96692c2575e752f9df3969cba5a2774","2016-2017","2017",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fabmanager & CTO","Association CO-DEV","Private","Other"
"57","2f7f5968d1b9c2c1841c2d629df36ac5","Stage en Ingénierie Pédagogique chez Association Coup de Pouce - partenaire de la réussite à l'école","Association Coup de Pouce - partenaire de la réussite à l'école","Lyon, Auvergne-Rhône-Alpes, France","4a16d2152eb35b3a588cb5f5b1151ebf","2020-2021","2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Stage en Ingénierie Pédagogique","Association Coup de Pouce - partenaire de la réussite à l'école · Internship","Private","Student"
"58","13eb368d8ad3c4f79d2b7f51dd6c8c18","Learning & Instructional Designer","CHUM - Centre hospitalier de l'Université de Montréal","Canada","16438850a3f7dbed70d6ff5f9e58ff92","2017-2018","2018",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Conseillère en formation","Association de la construction du Québec (ACQ)","Private","Other"
"59","4885b9f5cb4f64df359515309d42cc3f","Directrice créative chez Tea for Two Studio","Tea for two games","Ivry-sur-Seine, Île-de-France, France","9e4e1a6b288b8e7742c6644f0b2d3314","2015-2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Consultante en gamification - stage","Association des amis de la Massane","Private","Student"
"60","f33da546f0ca0d7227157b850835c111","Researcher & University Teacher","Learning Planet Institute","France","7127acb6a4c0100d936979b1ff31e423","2015-2016","2016",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Co-Fondatrice","Association Emoted France","Private","Other"
"61","f62dfba3a64096926fce0dfef21610b0","Chargé de recherche, Inserm","Inserm","Greater Paris Metropolitan Region","7a2ac5a20cfaee228f929ff452712ee3","2007/2008","2008",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Service civil volontaire","Association Paris-Montagne · Full-time","Private","Other"
